"latency",": the quality or state of being latent : DORMANCY : something latent : a stage of psychosexual (see PSYCHOSEXUAL sense 1) development following the phallic (see PHALLIC sense 3) stage that extends from about the age of five or six to the beginning of puberty and during which sexual urges often appear to lie dormant : LATENT PERIOD sense 2"
"latent",": present and capable of emerging or developing but not now visible, obvious, active, or symptomatic"
"later",": at some time subsequent to a given time : SUBSEQUENTLY, AFTERWARD"
"lateral",": of or relating to the side : situated on, directed toward, or coming from the side : extending from side to side : produced with passage of breath around the side of a constriction formed with the tongue"
"latest",": LAST : most recent"
"latex",": a milky usually white fluid that is produced by cells of various seed plants (as of the milkweed, spurge, and poppy families) and is the source of rubber, gutta-percha, chicle, and balata : a water emulsion of a synthetic rubber or plastic obtained by polymerization and used especially in coatings (such as paint) and adhesives"
"lathe",": a machine in which work is rotated about a horizontal axis and shaped by a fixed tool"
"latitude",": angular distance from some specified circle or plane of reference: such as : angular distance north or south from the earth's equator measured through 90 degrees : a region or locality as marked by its latitude : angular distance of a celestial body from the ecliptic : freedom of action or choice : SCOPE, RANGE : the range of exposures within which a film or plate will produce a negative or positive of satisfactory quality : extent or distance from side to side : WIDTH"
"latte",": espresso mixed with hot or steamed milk : CAFFE LATTE : a similar drink made with an ingredient (such as rooibos or chai) other than espresso"
"latter",": belonging to a subsequent time or period : more recent : of or relating to the end : RECENT, PRESENT : of, relating to, or being the second of two groups or things or the last of several groups or things referred to"
"lattice",": a framework or structure of crossed wood or metal strips : a window, door, or gate having a lattice : a network or design resembling a lattice : a regular geometrical arrangement of points or objects over an area or in space : the arrangement of atoms in a crystal : a mathematical set that has some elements ordered and that is such that for any two elements there exists a greatest element in the subset of all elements less than or equal to both and a least element in the subset of all elements greater than or equal to both"
"lauded",": PRAISE, EXTOL"
"laugh",": to show emotion (such as mirth, joy, or scorn) with a chuckle or explosive vocal sound : to find amusement or pleasure in something : to become amused or derisive : to produce the sound or appearance of laughter : to be of a kind that inspires joy"
"laughable",": of a kind to provoke laughter or sometimes derision : amusingly ridiculous"
"laughed",": to show emotion (such as mirth, joy, or scorn) with a chuckle or explosive vocal sound : to find amusement or pleasure in something : to become amused or derisive : to produce the sound or appearance of laughter : to be of a kind that inspires joy"
"laughing",": to show emotion (such as mirth, joy, or scorn) with a chuckle or explosive vocal sound : to find amusement or pleasure in something : to become amused or derisive : to produce the sound or appearance of laughter : to be of a kind that inspires joy"
"laughs",": to show emotion (such as mirth, joy, or scorn) with a chuckle or explosive vocal sound : to find amusement or pleasure in something : to become amused or derisive : to produce the sound or appearance of laughter : to be of a kind that inspires joy"
"laughter",": a sound of or as if of laughing : a cause of merriment"
"launch",": to throw forward : HURL : to release, catapult, or send off (a self-propelled object) : to set (a boat or ship) afloat : to give (a person) a start : to put into operation or set in motion : INITIATE, INTRODUCE : to get off to a good start : to load into a computer's memory and run"
"launched",": to throw forward : HURL : to release, catapult, or send off (a self-propelled object) : to set (a boat or ship) afloat : to give (a person) a start : to put into operation or set in motion : INITIATE, INTRODUCE : to get off to a good start : to load into a computer's memory and run"
"launcher",": one that launches: such as : a device for firing grenades : a device for launching a missile : LAUNCH VEHICLE"
"launchers",": one that launches: such as : a device for firing grenades : a device for launching a missile : LAUNCH VEHICLE"
"launches",": to throw forward : HURL : to release, catapult, or send off (a self-propelled object) : to set (a boat or ship) afloat : to give (a person) a start : to put into operation or set in motion : INITIATE, INTRODUCE : to get off to a good start : to load into a computer's memory and run"
"launching",": to throw forward : HURL : to release, catapult, or send off (a self-propelled object) : to set (a boat or ship) afloat : to give (a person) a start : to put into operation or set in motion : INITIATE, INTRODUCE : to get off to a good start : to load into a computer's memory and run"
"laundering",": to wash (something, such as clothing) in water : to make ready for use by washing and ironing : to transfer (illegally obtained money or investments) through an outside party to conceal the true source : SANITIZE sense 2"
"laundry",": a room for doing the family wash : a commercial laundering establishment : clothes or linens that have been or are to be laundered"
"laura",": a monastery of an Eastern church"
"laureate",": the recipient of honor or recognition for achievement in an art or science : POET LAUREATE"
"laurel",": an evergreen shrub or tree (Laurus nobilis of the family Lauraceae, the laurel family) of southern Europe with small yellow flowers, fruits that are ovoid blackish berries, and evergreen foliage once used by the ancient Greeks to crown victors in the Pythian games : a tree or shrub that resembles the true laurel : MOUNTAIN LAUREL : a crown of laurel awarded as an honor : a recognition of achievement : HONOR"
